weight,names
0.06115251726609039,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0279_uvb.fits
0.007513130943603235,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0837_uvb.fits
0.003172894834494161,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0246_uvb.fits
0.04542350997650555,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0540_uvb.fits
0.1390803517611576,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0401_uvb.fits
0.0020052238773072004,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0123_uvb.fits
0.026817087482271542,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0610_uvb.fits
0.016753322342335966,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0750_uvb.fits
0.009764136752803916,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0199_uvb.fits
0.07107027320506873,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0791_uvb.fits
0.00251111394923989,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0257_uvb.fits
0.020699608684507684,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0518_uvb.fits
0.00804590635361701,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0263_uvb.fits
0.029546768506427172,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0458_uvb.fits
0.025758637545233116,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0072_uvb.fits
0.03489515625820697,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0600_uvb.fits
0.0025419604760837855,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0026_uvb.fits
0.06288094231608082,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0628_uvb.fits
0.014637737098107418,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0720_uvb.fits
0.012406431345116977,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0661_uvb.fits
0.0038964630931235074,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0756_uvb.fits
0.0012908718777993305,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0487_uvb.fits
0.0032502791946044693,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0647_uvb.fits
0.00917869283152934,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0782_uvb.fits
0.0030242763113908716,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0783_uvb.fits
0.16329097790127534,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0686_uvb.fits
0.06880794478873077,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0595_uvb.fits
0.0014692544965040064,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0260_uvb.fits
0.09106727881217437,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0637_uvb.fits
0.0010787302773396514,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0511_uvb.fits
0.0011778075461266779,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0172_uvb.fits
