weight,names
0.007092931999142044,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0443_uvb.fits
0.05108699356058199,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0652_uvb.fits
0.1276053655771775,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0435_uvb.fits
0.02782018090827058,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0273_uvb.fits
0.0015797725416740055,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0205_uvb.fits
0.01567814336420125,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0821_uvb.fits
0.00698293467016323,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0639_uvb.fits
0.0028923284724514326,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0557_uvb.fits
0.008949033466233745,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0428_uvb.fits
0.027701598743920343,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0352_uvb.fits
0.0028201533737973895,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0850_uvb.fits
0.014609497476088504,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0220_uvb.fits
0.017353658768058722,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0698_uvb.fits
0.027959608899814272,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0737_uvb.fits
0.04863042146228376,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0741_uvb.fits
0.055998743749027496,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0649_uvb.fits
0.06830013468676253,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0787_uvb.fits
0.0006074448366481287,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0406_uvb.fits
0.01928764167205063,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0685_uvb.fits
0.01702345371470195,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0438_uvb.fits
0.07136432186948788,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0282_uvb.fits
0.01705513231421487,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0517_uvb.fits
0.010711519518531018,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0849_uvb.fits
0.017105673653921048,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0599_uvb.fits
0.004510243283026924,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0436_uvb.fits
0.0033206097790116676,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0397_uvb.fits
0.017136209543904525,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0276_uvb.fits
0.006446981895148917,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0807_uvb.fits
0.0004949736606116469,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0871_uvb.fits
0.011376589353245363,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0430_uvb.fits
0.22995894696913716,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0583_uvb.fits
0.008471524000831437,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0419_uvb.fits
0.09158325040638911,../../kcwi_extractions/all_dr2_fits/xsl_spectrum_X0793_uvb.fits
